,title,build_time,price,unit_price,transaction_date,district,bedrooms
64326151,新城逸境园 3室2厅 107.59平米,中楼层(共5层) 2005年建板楼,374,34762,2021.01.03,qingpu,l3
64337494,旭辉玫瑰湾 3室2厅 90.24平米,低楼层(共14层) 2012年建板楼,313,34686,2020.12.27,qingpu,l3
64348838,中铁逸都 3室2厅 99.15平米,中楼层(共14层) 2014年建板楼,386,38931,2020.12.26,qingpu,l3
64360183,旭辉玫瑰湾 3室2厅 90.07平米,低楼层(共14层) 2012年建板楼,304,33697,2020.12.16,qingpu,l3
64371529,旭辉玫瑰湾 3室2厅 90.15平米,低楼层(共14层) 2012年建板楼,330,36606,2020.12.14,qingpu,l3
64382876,旭辉玫瑰湾 3室2厅 90.07平米,中楼层(共14层) 2012年建板楼,322,35750,2020.12.13,qingpu,l3
64394224,旭辉玫瑰湾 3室2厅 90平米,中楼层(共14层) 2012年建板楼,320,35556,2020.12.06,qingpu,l3
64405573,景瑞城中公园 3室1厅 91.41平米,高楼层(共20层) 2017年建板楼,399,43595,2020.12.05,qingpu,l3
64416923,首创禧悦(二期) 3室2厅 93平米,中楼层(共14层) 板楼,389,41828,2020.11.29,qingpu,l3
64428274,宜达新居 3室1厅 100.01平米,中楼层(共6层) 2006年建板楼,334,33357,2020.11.23,qingpu,l3
64439626,旭辉玫瑰湾 3室1厅 90.03平米,中楼层(共14层) 2012年建板楼,308,34211,2020.11.08,qingpu,l3
64450979,馨浦苑西区 3室2厅 93平米,高楼层(共18层) 2016年建板楼,348,37420,2020.11.06,qingpu,l3
64462333,瑞和锦庭-西区 3室2厅 96.4平米,低楼层(共18层) 2013年建板楼,307,31847,2020.10.31,qingpu,l3
64473688,泰禾红桥 3室2厅 92.35平米,高楼层(共18层) 板楼,340,36817,2020.10.30,qingpu,l3
64485044,中铁逸都 3室2厅 104.98平米,低楼层(共7层) 2014年建板楼,354,33721,2020.10.26,qingpu,l3
64496401,瑞和锦庭-西区 3室2厅 96.4平米,高楼层(共18层) 2013年建板楼,328,33974,2020.10.18,qingpu,l3
64507759,崧泽华城佳福雅苑（二区） 3室2厅 96.12平米,中楼层(共17层) 2014年建板楼,309,32148,2020.10.03,qingpu,l3
64519118,欣乐苑（东苑） 3室2厅 93.91平米,中楼层(共18层) 2013年建板楼,323,34395,2020.09.28,qingpu,l3
64530478,景瑞城中公园 3室1厅 91.41平米,中楼层(共20层) 2017年建板楼,395,43125,2020.09.27,qingpu,l3
64541839,浩泽家园 4室2厅 94.58平米,高楼层(共6层) 2009年建板楼,307,32460,2021.03.07,qingpu,l4
64553201,东方明珠花园 4室2厅 103.04平米,低楼层(共2层) 1995年建板楼,328,31833,2016.03.18,qingpu,l4
64564564,旭辉百合宫馆 5室2厅 90.98平米,高楼层(共14层) 2013年建板楼,362,39789,2019.05.30,qingpu,l5
64575928,金地格林郡 2室2厅 114.28平米,中楼层(共11层) 2007年建板楼,375,32815,2021.05.21,qingpu,l2
64587293,运杰城市花园 2室2厅 124.85平米,低楼层(共16层) 2004年建板楼,386,30918,2021.04.30,qingpu,l2
64598659,金地格林郡 2室2厅 115.52平米,高楼层(共11层) 2007年建板楼,327,28273,2020.12.05,qingpu,l2
64610026,金地格林郡 2室2厅 115.52平米,高楼层(共11层) 2007年建板楼,303,26230,2020.05.06,qingpu,l2
64621394,文苑 2室2厅 126.97平米,低楼层(共4层) 2009年建板楼,310,24416,2020.04.24,qingpu,l2
64632763,金地格林郡 2室2厅 114.28平米,高楼层(共11层) 2007年建板楼,305,26689,2019.09.27,qingpu,l2
64644133,金地格林郡 2室2厅 115.52平米,高楼层(共11层) 2007年建板楼,310,26836,2016.09.01,qingpu,l2
64655504,新虹桥明珠花园 2室2厅 112.49平米,中楼层(共5层) 1999年建板楼,330,29336,2016.07.27,qingpu,l2
64666876,绿中海明苑(公寓) 2室2厅 114.31平米,高楼层(共12层) 2009年建板楼,350,30619,2016.01.21,qingpu,l2
64678249,新虹桥雅苑 2室2厅 114.85平米,中楼层(共14层) 2012年建板楼,334,29080,2013.12.31,qingpu,l2
64689623,嘉憬河畔公寓 3室2厅 115平米,高楼层(共6层) 2002年建板楼,395,34348,2021.11.22,qingpu,l3
64700998,清河湾佳苑(一期) 3室2厅 121.99平米,高楼层(共6层) 2013年建板楼,353,28937,2021.10.06,qingpu,l3
64712374,万寿新村(青浦) 3室1厅 110.69平米,中楼层(共5层) 2000年建板楼,350,31620,2021.08.29,qingpu,l3
64723751,运杰城市花园 3室2厅 123.98平米,低楼层(共14层) 2004年建板楼,399,32143,2021.06.22,qingpu,l3
64735129,海上湾闻涧 3室2厅 123.04平米,中楼层(共6层) 板楼,364,29584,2021.05.16,qingpu,l3
64746508,民乐佳苑二区 3室2厅 120.33平米,高楼层(共6层) 2005年建板楼,363,30168,2021.05.12,qingpu,l3
64757888,海上湾闻涧 3室2厅 122.91平米,中楼层(共6层) 2017年建板楼,354,28761,2021.05.10,qingpu,l3
64769269,翠苑(西区) 3室2厅 126.25平米,中楼层(共4层) 2011年建板楼,387,30654,2021.05.03,qingpu,l3
64780651,民乐佳苑一区 3室2厅 125.44平米,高楼层(共6层) 2004年建板楼,321,25590,2021.04.21,qingpu,l3
64792034,浩泽家园 3室2厅 110.26平米,高楼层(共11层) 2006年建板楼,387,35099,2021.03.29,qingpu,l3
64803418,帕缇欧香苑 3室2厅 123.45平米,低楼层(共12层) 2007年建板楼,380,30782,2021.03.25,qingpu,l3
64814803,民乐佳苑一区 3室2厅 116平米,高楼层(共6层) 板楼,318,27414,2021.03.21,qingpu,l3
64826189,运杰城市花园 3室2厅 125.52平米,低楼层(共13层) 2005年建板楼,375,29876,2021.03.20,qingpu,l3
64837576,民乐佳苑一区 3室2厅 116.4平米,高楼层(共6层) 2004年建板楼,314,26959,2021.03.14,qingpu,l3
64848964,锦苑 3室2厅 126.92平米,中楼层(共4层) 2014年建板楼,375,29547,2021.02.28,qingpu,l3
64860353,民乐佳苑一区 3室2厅 125.42平米,高楼层(共6层) 2004年建板楼,306,24383,2021.02.19,qingpu,l3
64871743,锦苑 3室2厅 126.72平米,中楼层(共4层) 2014年建板楼,347,27344,2021.02.15,qingpu,l3
64883134,上海豪都国际花园(公寓) 3室2厅 127.9平米,高楼层(共6层) 1998年建板楼,355,27757,2021.01.28,qingpu,l3
64894526,上海豪都国际花园(公寓) 3室2厅 120.32平米,中楼层(共6层) 1997年建板楼,354,29380,2021.01.20,qingpu,l3
64905919,民乐佳苑一区 3室2厅 124.99平米,高楼层(共6层) 2004年建板楼,308,24642,2021.01.17,qingpu,l3
64917313,海上湾闻涧 3室2厅 122.81平米,中楼层(共6层) 板楼,308,25080,2021.01.15,qingpu,l3
64928708,新青浦花苑(二区) 3室2厅 115.53平米,高楼层(共6层) 2001年建板楼,304,26314,2021.01.03,qingpu,l3
64940104,嘉憬河畔公寓 3室2厅 125.36平米,高楼层(共6层) 2002年建板楼,307,24490,2020.12.15,qingpu,l3
64951501,新青浦花苑(一区) 3室2厅 125.43平米,中楼层(共6层) 1999年建板楼,359,28622,2020.12.13,qingpu,l3
64962899,宜达新居 3室1厅 111.36平米,中楼层(共6层) 2006年建板楼,355,31879,2020.12.12,qingpu,l3
64974298,翠苑(西区) 3室2厅 123.95平米,高楼层(共4层) 2011年建板楼,317,25575,2020.12.08,qingpu,l3
64985698,佳乐苑 3室2厅 124.52平米,高楼层(共6层) 2005年建板楼,350,28108,2020.12.06,qingpu,l3
64997099,青水湾公寓 3室2厅 129.77平米,中楼层(共11层) 2006年建板楼,396,30516,2020.12.06,qingpu,l3
65008501,上海豪都国际花园(公寓) 3室2厅 120.26平米,高楼层(共6层) 1998年建板楼,335,27857,2020.12.05,qingpu,l3
65019904,上海豪都国际花园(公寓) 3室2厅 127.12平米,低楼层(共6层) 2001年建板楼,390,30680,2020.11.30,qingpu,l3
65031308,文苑 4室1厅 126.97平米,低楼层(共4层) 2009年建板楼,320,25203,2020.05.10,qingpu,l4
65042713,青水湾公寓 4室2厅 114平米,高楼层(共4层) 2005年建板楼,380,33334,2020.04.24,qingpu,l4
65054119,嘉憬河畔公寓 4室3厅 125.36平米,高楼层(共6层) 2002年建板楼,365,29117,2018.02.28,qingpu,l4
65065526,新城盛景园 4室2厅 127.02平米,低楼层(共5层) 2011年建板楼,370,29130,2016.08.12,qingpu,l4
65076934,嘉憬河畔公寓 5室2厅 126.09平米,高楼层(共6层) 2002年建板楼,325,25776,2019.07.19,qingpu,l5
65088343,运杰城市花园 2室2厅 130平米,高楼层(共16层) 2005年建板楼,350,26924,2021.01.14,qingpu,l2
65099753,青浦大厦 2室2厅 137.51平米,高楼层(共18层) 2000年建塔楼,325,23635,2017.04.24,qingpu,l2
65111164,海天花园(公寓) 2室2厅 130.28平米,低楼层(共2层) 1997年建板楼,386,29629,2016.01.29,qingpu,l2
65122576,海天花园(公寓) 2室2厅 144.13平米,低楼层(共2层) 1997年建板楼,335,23243,2013.11.23,qingpu,l2
65133989,蓬莱苑 3室2厅 134.51平米,中楼层(共6层) 2003年建板楼,359,26690,2021.11.04,qingpu,l3
65145403,华骥苑 3室2厅 131.72平米,中楼层(共4层) 2008年建板楼,360,27331,2021.05.02,qingpu,l3
65156818,华骥苑 3室2厅 131.55平米,低楼层(共5层) 2008年建板楼,361,27443,2021.02.09,qingpu,l3
65168234,佳乐苑 3室2厅 132.33平米,中楼层(共6层) 2005年建板楼,394,29775,2021.02.05,qingpu,l3
65179651,佳乐苑 3室2厅 136.58平米,低楼层(共12层) 2005年建板楼,380,27823,2021.02.01,qingpu,l3
65191069,帕缇欧香苑 3室2厅 145.58平米,低楼层(共12层) 2007年建板楼,366,25141,2020.12.17,qingpu,l3
65202488,仁恒运杰河滨花园 3室2厅 132.64平米,低楼层(共17层) 2007年建板楼,361,27217,2020.12.12,qingpu,l3
65213908,海上郡 3室2厅 131.48平米,中楼层(共4层) 板楼,363,27609,2020.12.12,qingpu,l3
65225329,佳乐苑 3室2厅 130.24平米,高楼层(共6层) 2005年建板楼,368,28256,2020.12.05,qingpu,l3
65236751,帕缇欧香苑 3室2厅 133.71平米,低楼层(共12层) 2007年建板楼,338,25242,2020.11.30,qingpu,l3
65248174,仁恒运杰河滨花园 3室1厅 132.76平米,低楼层(共17层) 2006年建板楼,353,26590,2020.11.08,qingpu,l3
65259598,金地格林郡 3室2厅 136.32平米,中楼层(共5层) 2008年建板楼,394,28896,2020.10.20,qingpu,l3
65271023,金域水岸苑 3室2厅 141.36平米,低楼层(共9层) 2005年建板楼,380,26882,2020.10.15,qingpu,l3
65282449,帕缇欧香苑 3室2厅 145.95平米,低楼层(共12层) 2007年建板楼,315,21583,2020.10.15,qingpu,l3
65293876,宜达新居 3室2厅 134.66平米,高楼层(共11层) 2006年建板楼,390,28962,2020.10.11,qingpu,l3
65305304,运杰城市花园 3室2厅 141.83平米,中楼层(共11层) 2004年建板楼,380,26793,2020.09.27,qingpu,l3
65316733,海上郡 3室2厅 131.21平米,中楼层(共4层) 板楼,364,27719,2020.09.25,qingpu,l3
65328163,上善水樾 3室2厅 140.14平米,高楼层(共4层) 板楼,359,25618,2020.09.07,qingpu,l3
65339594,金地格林郡 3室2厅 131.41平米,中楼层(共4层) 2007年建板楼,377,28689,2020.09.01,qingpu,l3
65351026,佳乐苑 3室2厅 140.17平米,高楼层(共10层) 2005年建板楼,382,27253,2020.08.31,qingpu,l3
65362459,仁恒运杰河滨花园 3室2厅 132.76平米,中楼层(共17层) 2006年建板楼,385,29000,2020.08.26,qingpu,l3
65373893,河畔家苑 3室2厅 139.32平米,高楼层(共6层) 2011年建板楼,398,28568,2020.08.24,qingpu,l3
65385328,金地格林郡 3室2厅 133.05平米,中楼层(共4层) 2007年建板楼,384,28862,2020.08.23,qingpu,l3
65396764,宜达新居 3室1厅 130.31平米,中楼层(共11层) 2006年建板楼,378,29008,2020.08.17,qingpu,l3
65408201,夏阳湖国际花园 3室2厅 135.21平米,低楼层(共17层) 2004年建板楼,369,27291,2020.07.17,qingpu,l3
65419639,河畔家苑 3室2厅 138.62平米,高楼层(共6层) 2009年建板楼,396,28568,2020.07.12,qingpu,l3
65431078,佳乐苑 3室2厅 140.66平米,中楼层(共11层) 2005年建板楼,355,25239,2020.07.05,qingpu,l3
65442518,大豪公寓 3室2厅 131.75平米,中楼层(共5层) 2001年建板楼,310,23530,2020.05.23,qingpu,l3
65453959,宜达新居 3室2厅 135.01平米,中楼层(共11层) 2006年建板楼,360,26665,2020.05.16,qingpu,l3
65465401,盈港苑 3室2厅 141.9平米,低楼层(共6层) 2005年建板楼,312,21988,2020.05.08,qingpu,l3
65476844,新青浦佳园 4室2厅 149.59平米,高楼层(共6层) 2004年建板楼,380,25403,2020.11.02,qingpu,l4
65488288,金地格林郡 4室2厅 137.08平米,中楼层(共4层) 2007年建板楼,375,27357,2020.07.23,qingpu,l4
65499733,富力桃园(公寓) 4室2厅 130.74平米,低楼层(共8层) 2011年建板楼,391,29907,2020.06.27,qingpu,l4
65511179,绿地朱家角1号 4室2厅 134.43平米,中楼层(共4层) 板楼,396,29458,2020.06.08,qingpu,l4
65522626,富力桃园(公寓) 4室2厅 130.88平米,低楼层(共8层) 2011年建板楼,398,30410,2020.04.12,qingpu,l4
65534074,金地格林郡 4室2厅 133.05平米,中楼层(共4层) 2007年建板楼,360,27058,2019.08.26,qingpu,l4
65545523,绿地新里派克公馆 4室2厅 144.6平米,中楼层(共18层) 2015年建板楼,325,22476,2016.09.28,qingpu,l4
65556973,康虹园 4室2厅 135.53平米,高楼层(共6层) 1999年建板楼,345,25456,2016.07.24,qingpu,l4
65568424,海天花园(公寓) 4室2厅 142.17平米,低楼层(共12层) 1997年建板楼,375,26377,2016.04.25,qingpu,l4
65579876,上海捷克住宅小区(公寓) 4室2厅 140.4平米,低楼层(共5层) 2005年建板楼,370,26354,2016.03.19,qingpu,l4
65591329,上海捷克住宅小区(公寓) 4室1厅 147.93平米,中楼层(共4层) 2005年建板楼,345,23322,2016.03.12,qingpu,l4
65602783,新城忆华里(一期) 4室2厅 144.28平米,中楼层(共5层) 2012年建板楼,390,27031,2016.02.24,qingpu,l4
65614238,民乐佳苑 5室2厅 147.55平米,高楼层(共5层) 2005年建板楼,300,20333,2019.07.31,qingpu,l5
65625694,合生朗廷 1室0厅 194.86平米,低楼层(共3层) 2007年建板楼,365,18732,2013.12.30,qingpu,l1
65637151,联美品悦 2室2厅 151.31平米,低楼层(共12层) 2015年建板楼,350,23132,2019.07.17,qingpu,l2
65648609,龙湖滟澜山(公寓) 2室2厅 181.22平米,低楼层(共4层) 2010年建板楼,385,21245,2019.03.16,qingpu,l2
65660068,仁恒运杰河滨花园 2室2厅 161.86平米,高楼层(共18层) 2010年建板楼,310,19153,2015.12.22,qingpu,l2
65671528,晨兴花园 3室2厅 160.31平米,中楼层(共6层) 2008年建板楼,398,24827,2021.03.05,qingpu,l3
65682989,运杰城市花园 3室2厅 151.07平米,低楼层(共13层) 2005年建板楼,387,25618,2021.01.23,qingpu,l3
65694451,隽苑 3室2厅 163平米,低楼层(共4层) 板楼,341,20908,2021.01.06,qingpu,l3
65705914,海上郡 3室2厅 167.7平米,中楼层(共4层) 板楼,356,21229,2020.08.02,qingpu,l3
65717378,东方庭院(别墅) 3室2厅 210平米,中楼层(共4层) 2008年建板楼,355,16905,2019.08.28,qingpu,l3
65728843,运杰城市花园 3室2厅 163.8平米,低楼层(共17层) 2005年建板楼,370,22589,2019.07.07,qingpu,l3
65740309,海上郡 3室2厅 167.45平米,中楼层(共4层) 2017年建板楼,323,19290,2019.05.05,qingpu,l3
65751776,珠江悦公馆 5房间2卫 160平米,低楼层(共18层) 2013年建板楼,330,20625,2018.06.27,qingpu,l3
65763244,东方庭院(别墅) 3室3厅 185.83平米,低楼层(共4层) 2006年建板楼,370,19911,2017.11.10,qingpu,l3
65774713,泰安公寓 3室2厅 205.27平米,高楼层(共4层) 2006年建板楼,320,15590,2017.08.01,qingpu,l3
65786183,金地格林郡 3室2厅 167.71平米,中楼层(共5层) 2007年建板楼,340,20274,2016.08.28,qingpu,l3
65797654,金地格林郡 3室2厅 167.71平米,中楼层(共5层) 2007年建板楼,333,19856,2016.08.27,qingpu,l3
65809126,合生御廷园(别墅) 3室2厅 155.89平米,低楼层(共3层) 2015年建板楼,380,24377,2016.08.26,qingpu,l3
65820599,东方庭院(别墅) 3室2厅 194.16平米,中楼层(共4层) 2008年建板楼,390,20087,2016.08.19,qingpu,l3
65832073,金地格林郡 3室2厅 165.09平米,高楼层(共4层) 2007年建板楼,350,21201,2016.08.06,qingpu,l3
65843548,运杰城市花园 3室2厅 161.84平米,低楼层(共17层) 2004年建板楼,318,19650,2016.08.02,qingpu,l3
65855024,康虹园 3室2厅 167.21平米,中楼层(共5层) 1993年建板楼,395,23623,2016.04.19,qingpu,l3
65866501,万科锦源(公寓) 3室2厅 150.69平米,中楼层(共5层) 2011年建板楼,384,25483,2016.03.06,qingpu,l3
65877979,康虹园 3室2厅 167.21平米,中楼层(共5层) 2000年建板楼,350,20932,2016.02.06,qingpu,l3
65889458,龙湖滟澜山(别墅) 3室2厅 174.13平米,中楼层(共4层) 2010年建板楼,360,20675,2016.01.31,qingpu,l3
65900938,合生朗廷 3室2厅 245平米,低楼层(共3层) 2008年建板楼,385,15715,2016.01.22,qingpu,l3
65912419,合生朗廷 3室2厅 175.57平米,低楼层(共3层) 2008年建板楼,380,21644,2016.01.10,qingpu,l3
65923901,合生朗廷 3室2厅 175.89平米,低楼层(共3层) 2008年建板楼,365,20716,2016.01.05,qingpu,l3
65935384,龙湖滟澜山(别墅) 3室2厅 175.22平米,低楼层(共4层) 2010年建板楼,390,22258,2015.12.08,qingpu,l3
65946868,合生朗廷 3室2厅 194.82平米,低楼层(共3层) 2007年建板楼,385,19762,2015.11.29,qingpu,l3
65958353,龙湖滟澜山(别墅) 3室2厅 174.74平米,中楼层(共4层) 2010年建板楼,368,21060,2015.08.30,qingpu,l3
65969839,合生朗廷 3室2厅 193.28平米,低楼层(共3层) 2009年建板楼,398,20592,2015.05.30,qingpu,l3
65981326,合生朗廷 3室2厅 175.42平米,低楼层(共3层) 2008年建板楼,335,19098,2014.12.08,qingpu,l3
65992814,合生朗廷 3室2厅 176.08平米,低楼层(共3层) 2009年建板楼,380,21582,2014.03.25,qingpu,l3
66004303,上海豪都国际花园(别墅) 3室2厅 164.09平米,低楼层(共2层) 2002年建板楼,390,23768,2014.02.21,qingpu,l3
66015793,民乐佳苑二区 4室2厅 161平米,高楼层(共5层) 2005年建板楼,395,24535,2021.02.28,qingpu,l4
66027284,新青浦花苑(一区) 4室2厅 161.33平米,中楼层(共5层) 1998年建板楼,370,22935,2020.07.04,qingpu,l4
66038776,仁恒运杰河滨花园 4室1厅 153.99平米,低楼层(共17层) 2006年建板楼,370,24028,2019.09.05,qingpu,l4
66050269,梦盈花园别墅 4室2厅 206平米,低楼层(共3层) 1993年建板楼,375,18204,2019.08.15,qingpu,l4
66061763,梦盈花园别墅 4室2厅 175平米,低楼层(共1层) 1990年建板楼,355,20286,2019.06.10,qingpu,l4
66073258,威尼斯花园 4室2厅 180.45平米,低楼层(共1层) 1995年建板楼,320,17734,2019.05.25,qingpu,l4
66084754,东方庭院(别墅) 4室2厅 193平米,中楼层(共4层) 2006年建板楼,320,16581,2019.01.21,qingpu,l4
66096251,富力桃园(公寓) 4室2厅 150.9平米,低楼层(共8层) 2011年建板楼,395,26177,2018.12.12,qingpu,l4
66107749,威尼斯花园 4室2厅 180平米,低楼层(共1层) 1995年建板楼,390,21667,2018.11.15,qingpu,l4
66119248,梦盈花园别墅 4室2厅 175平米,低楼层(共2层) 1998年建板楼,357,20400,2017.03.30,qingpu,l4
66130748,太阳岛高尔夫温泉别墅 4室2厅 184.03平米,低楼层(共2层) 2004年建板楼,398,21627,2016.11.08,qingpu,l4
66142249,太阳岛高尔夫温泉别墅 4室2厅 184.03平米,低楼层(共2层) 2004年建板楼,348,18910,2016.10.20,qingpu,l4
66153751,富力桃园(公寓) 4室2厅 152.16平米,低楼层(共8层) 2011年建板楼,339,22267,2016.08.31,qingpu,l4
66165254,金地格林郡 4室2厅 165.09平米,高楼层(共4层) 2008年建板楼,360,21807,2016.08.21,qingpu,l4
66176758,新青浦佳园 4室3厅 184.62平米,高楼层(共5层) 2004年建板楼,388,21017,2016.08.20,qingpu,l4
66188263,新青浦佳园 4室2厅 189.35平米,高楼层(共5层) 2004年建板楼,385,20333,2016.07.31,qingpu,l4
66199769,金地格林郡 4室2厅 170.54平米,高楼层(共4层) 2007年建板楼,336,19703,2016.07.29,qingpu,l4
66211276,中信泰富朱家角新城(别墅) 4室2厅 245.18平米,低楼层(共3层) 2009年建板塔结合,370,15091,2016.07.24,qingpu,l4
66222784,富力桃园(公寓) 4室2厅 151.03平米,中楼层(共8层) 2011年建板楼,345,22844,2016.07.24,qingpu,l4
66234293,西部花苑 4室2厅 158.7平米,低楼层(共11层) 2006年建板楼,326,20542,2016.04.23,qingpu,l4
66245803,康虹园 4室2厅 167.21平米,中楼层(共5层) 2001年建板楼,380,22726,2016.03.31,qingpu,l4
66257314,盈湖三岛(公寓) 4室3厅 200.32平米,高楼层(共4层) 2004年建板楼,383,19120,2016.03.15,qingpu,l4
66268826,汇丰豪轩 4室2厅 169.35平米,低楼层(共7层) 2009年建板楼,360,21258,2016.03.12,qingpu,l4
66280339,新城忆华里(二期) 4室2厅 158.64平米,中楼层(共5层) 2012年建板楼,385,24269,2016.01.04,qingpu,l4
66291853,新锦港花园 4室3厅 244.62平米,低楼层(共6层) 2003年建板楼,348,14227,2015.12.13,qingpu,l4
66303368,新青浦佳园 4室2厅 199.64平米,高楼层(共6层) 2004年建板楼,310,15528,2015.11.29,qingpu,l4
66314884,仁恒运杰河滨花园 4室2厅 153.77平米,中楼层(共17层) 2007年建板楼,338,21981,2015.11.24,qingpu,l4
66326401,中信泰富朱家角新城(别墅) 4室2厅 198.09平米,低楼层(共3层) 2009年建板塔结合,310,15650,2015.11.04,qingpu,l4
66337919,海天花园(公寓) 4室2厅 153.46平米,低楼层(共12层) 1997年建板楼,398,25936,2015.10.18,qingpu,l4
66349438,合生朗廷 4室2厅 194.86平米,低楼层(共3层) 2007年建板楼,380,19502,2015.06.02,qingpu,l4
66360958,民乐佳苑二区 5室2厅 161.59平米,高楼层(共5层) 2005年建板楼,323,19958,2020.06.27,qingpu,l5
66372479,民乐佳苑二区 5室2厅 161.23平米,高楼层(共5层) 2005年建板楼,315,19538,2020.02.27,qingpu,l5
66384001,金地格林郡 5室2厅 165.09平米,高楼层(共4层) 2008年建板楼,360,21807,2018.11.13,qingpu,l5
66395524,梦盈花园别墅 5室2厅 206平米,低楼层(共2层) 1990年建板楼,300,14564,2017.02.06,qingpu,l5
66407048,合生御廷园(别墅) 5室3厅 170.1平米,低楼层(共3层) 2011年建板楼,305,17931,2016.05.30,qingpu,l5
66418573,绿中海明苑(公寓) 5室2厅 180平米,低楼层(共6层) 2010年建板楼,340,18889,2016.03.05,qingpu,l5
66430099,虹康花园别墅 5室2厅 240.64平米,低楼层(共2层) 1994年建板楼,338,14046,2013.11.25,qingpu,l5
66441626,金地格林郡 6室2厅 170.49平米,高楼层(共4层) 2007年建板楼,340,19943,2016.07.30,qingpu,l6
66453154,玉兰清苑 2室1厅 69.03平米,中楼层(共14层) 2012年建板塔结合,415,60119,2021.11.07,qingpu,l2
66464683,玉兰清苑 2室1厅 69.12平米,高楼层(共14层) 2015年建板塔结合,415,60041,2021.10.31,qingpu,l2
66476213,玉兰清苑 2室1厅 69.01平米,中楼层(共14层) 2012年建板塔结合,415,60137,2021.07.01,qingpu,l2
66487744,玉兰清苑 2室1厅 68.17平米,中楼层(共11层) 2012年建板塔结合,407,59704,2021.06.13,qingpu,l2
66499276,玉兰清苑 2室1厅 69平米,中楼层(共14层) 2012年建板塔结合,411,59537,2021.04.11,qingpu,l2
66510809,二联馨苑 1室1厅 70.22平米,中楼层(共12层) 板楼,414,58887,2021.04.18,qingpu,l1
66522343,新虹桥雅苑 1室1厅 73.12平米,低楼层(共14层) 2012年建板楼,441,60258,2016.10.18,qingpu,l1
66533878,馨浦苑西区 2室1厅 75.08平米,高楼层(共18层) 板楼,415,55275,2021.10.31,qingpu,l2
66545414,玉兰清苑 2室2厅 71平米,中楼层(共14层) 2012年建板塔结合,418,58874,2021.10.06,qingpu,l2
66556951,双桥公寓（四区） 2室2厅 87.85平米,中楼层(共14层) 板楼,400,45533,2021.09.26,qingpu,l2
66568489,西郊美德苑 2室2厅 84.36平米,低楼层(共21层) 2010年建板楼,443,52514,2021.09.20,qingpu,l2
66580028,南山雨果(公寓) 2室1厅 75.54平米,中楼层(共4层) 2015年建板楼,420,55600,2021.08.15,qingpu,l2
66591568,龙湖紫都城 2室1厅 79.76平米,高楼层(共23层) 板楼,417,52282,2021.07.25,qingpu,l2
66603109,玉兰清苑 2室1厅 71.01平米,中楼层(共14层) 2012年建板塔结合,418,58865,2021.07.13,qingpu,l2
66614651,南山雨果(公寓) 2室2厅 86.5平米,低楼层(共11层) 2015年建板楼,400,46243,2021.07.11,qingpu,l2
66626194,河畔家苑 2室2厅 88.92平米,中楼层(共6层) 2009年建板楼,408,45884,2021.06.19,qingpu,l2
66637738,馨浦苑西区 2室1厅 75.08平米,中楼层(共18层) 2016年建板塔结合,400,53277,2021.05.23,qingpu,l2
66649283,玉兰清苑 2室1厅 71.01平米,低楼层(共14层) 2012年建板塔结合,406,57105,2021.05.16,qingpu,l2
66660829,中建锦绣天地 2室2厅 81平米,高楼层(共18层) 板楼,405,50000,2021.03.19,qingpu,l2
66672376,玉兰清苑 2室1厅 71.18平米,中楼层(共14层) 板塔结合,414,58163,2021.03.14,qingpu,l2
66683924,新华联奥莱悦府 2室1厅 83.35平米,中楼层(共12层) 板塔结合,499,59869,2021.03.08,qingpu,l2
66695473,南山雨果(公寓) 2室2厅 89.78平米,低楼层(共11层) 2014年建板楼,485,54021,2021.02.26,qingpu,l2
66707023,招商虹桥华府 2室1厅 81.92平米,低楼层(共13层) 2014年建板楼,491,59937,2021.01.24,qingpu,l2
66718574,新虹桥雅苑 2室2厅 83.32平米,高楼层(共14层) 2012年建塔楼,485,58210,2021.01.22,qingpu,l2
66730126,南山雨果(公寓) 2室2厅 88.33平米,中楼层(共11层) 2015年建板楼,425,48116,2020.12.16,qingpu,l2
66741679,首创禧悦(一期) 2室2厅 89平米,高楼层(共8层) 板楼,439,49270,2020.12.10,qingpu,l2
66753233,南山雨果(公寓) 2室2厅 88.46平米,中楼层(共11层) 2014年建板楼,420,47480,2020.11.21,qingpu,l2
66764788,金地天御 2室2厅 89平米,高楼层(共12层) 2011年建板楼,442,49663,2020.11.08,qingpu,l2
66776344,新城忆华里(一期) 2室2厅 82.18平米,高楼层(共5层) 2012年建板楼,406,49404,2020.10.19,qingpu,l2
66787901,锦绣逸庭(公寓) 2室2厅 89.33平米,高楼层(共13层) 2014年建板楼,414,46346,2020.09.06,qingpu,l2
66799459,南山雨果(公寓) 2室2厅 89平米,中楼层(共11层) 2014年建板楼,435,48877,2020.07.22,qingpu,l2
66811018,南山雨果(公寓) 2室2厅 88.33平米,高楼层(共11层) 2015年建板楼,405,45851,2020.05.24,qingpu,l2
66822578,金地天御 2室2厅 87.6平米,中楼层(共12层) 2011年建板楼,470,53653,2018.07.29,qingpu,l2
66834139,金地天御 2室2厅 87.57平米,中楼层(共12层) 2011年建板楼,455,51959,2018.07.02,qingpu,l2
66845701,中建锦绣天地 2室2厅 80.62平米,低楼层(共18层) 板楼,480,59539,2018.04.14,qingpu,l2
66857264,南山雨果(公寓) 2室2厅 89平米,中楼层(共11层) 2014年建板楼,428,48090,2018.04.09,qingpu,l2
