title,build_time,price,unit_price,transaction_date,district,bedrooms
梦丹苑 3室1厅 88.2平米,高楼层(共6层) 1999年建板楼,228,25851,2021.02.02,qingpu,l3
翠苑(西区) 3室2厅 89.81平米,中楼层(共5层) 2011年建板楼,258,28728,2021.01.22,qingpu,l3
翠苑(西区) 3室2厅 89.54平米,低楼层(共5层) 2011年建板楼,234,26134,2021.01.20,qingpu,l3
万寿新村(青浦) 3室1厅 74.39平米,高楼层(共6层) 1999年建板楼,217,29171,2021.01.20,qingpu,l3
蓬莱山庄 3室1厅 82平米,高楼层(共6层) 1999年建板楼,208,25366,2021.01.18,qingpu,l3
金地格林郡 3室2厅 87.74平米,高楼层(共11层) 2008年建板楼,298,33964,2021.01.17,qingpu,l3
万寿新村(青浦) 3室1厅 78.82平米,高楼层(共6层) 1998年建板楼,206,26136,2021.01.17,qingpu,l3
万寿新村(青浦) 3室1厅 70.08平米,低楼层(共6层) 1998年建板楼,212,30252,2021.01.17,qingpu,l3
上善水樾 3室1厅 89.2平米,高楼层(共6层) 1999年建板楼,244,27355,2021.01.17,qingpu,l3
崧泽华城逸泰雅苑 3室1厅 78.88平米,低楼层(共18层) 2014年建板楼,233,29539,2021.01.16,qingpu,l3
梦丹苑 4室1厅 72.84平米,高楼层(共6层) 1996年建板楼,223,30616,2021.01.31,qingpu,l4
新城盛景园 4室1厅 70.6平米,高楼层(共5层) 2009年建板楼,202,28612,2020.11.23,qingpu,l4
金地格林郡 4室1厅 89.11平米,高楼层(共11层) 2008年建塔楼,285,31983,2019.01.11,qingpu,l4
绿地时代名邸 4室3厅 88.27平米,低楼层(共22层) 2014年建板楼,215,24358,2018.03.24,qingpu,l4
旭辉朗悦庭 4室2厅 87平米,高楼层(共14层) 2014年建板楼,212,24345,2017.09.17,qingpu,l4
龙湖滟澜山(公寓) 4室1厅 85平米,高楼层(共4层) 2010年建板楼,295,34706,2016.09.02,qingpu,l4
龙湖滟澜山(公寓) 4室2厅 86.36平米,中楼层(共4层) 2010年建板楼,268,31033,2016.08.31,qingpu,l4
龙湖滟澜山(公寓) 4室2厅 86.19平米,低楼层(共4层) 2010年建板楼,268,31095,2016.08.20,qingpu,l4
高景花园 4室2厅 80.57平米,高楼层(共6层) 2003年建板楼,240,29788,2016.03.12,qingpu,l4
龙湖滟澜山(公寓) 4室2厅 88.46平米,高楼层(共4层) 2010年建板楼,245,27697,2016.01.16,qingpu,l4
证大朱家角西镇 1室1厅 90平米,中楼层(共7层) 2012年建板楼,223,24778,2016.12.22,qingpu,l1
夏阳金城 2室2厅 92.87平米,低楼层(共5层) 2005年建板楼,262,28212,2021.10.06,qingpu,l2
仁恒运杰河滨花园 2室1厅 90.47平米,中楼层(共11层) 2010年建板楼,282,31171,2021.06.08,qingpu,l2
上善水樾 2室2厅 94.9平米,高楼层(共6层) 2001年建板楼,285,30032,2021.05.20,qingpu,l2
蓬莱山庄 2室2厅 91.94平米,高楼层(共6层) 1999年建板楼,280,30455,2021.05.13,qingpu,l2
悦湖郡 2室2厅 92.21平米,中楼层(共4层) 2012年建板楼,270,29281,2021.04.21,qingpu,l2
翠苑(东区) 2室1厅 91.41平米,中楼层(共5层) 2010年建板楼,242,26475,2021.03.06,qingpu,l2
虹桥宝龙城 2室2厅 91.58平米,低楼层(共18层) 2014年建板塔结合,298,32540,2021.03.02,qingpu,l2
翠苑(东区) 2室2厅 91.43平米,中楼层(共5层) 2010年建板楼,230,25156,2021.02.28,qingpu,l2
夏阳湖国际花园 2室1厅 95.91平米,低楼层(共17层) 2004年建板楼,287,29904,2021.02.27,qingpu,l2
海上湾闻涧 2室2厅 91.38平米,高楼层(共6层) 2017年建板楼,272,29766,2021.02.20,qingpu,l2
民乐佳苑一区 2室1厅 92.86平米,中楼层(共6层) 2004年建板楼,278,29938,2021.02.01,qingpu,l2
上善水樾 2室2厅 100.6平米,高楼层(共6层) 2001年建板楼,289,28728,2021.01.24,qingpu,l2
浩泽家园 2室1厅 108.34平米,低楼层(共11层) 2006年建板楼,286,26399,2021.01.22,qingpu,l2
新青浦花苑(二区) 2室2厅 90.71平米,高楼层(共6层) 2001年建板楼,286,31508,2021.01.10,qingpu,l2
仁恒运杰河滨花园 2室2厅 90.47平米,中楼层(共11层) 2010年建板楼,283,31282,2021.01.10,qingpu,l2
上海豪都国际花园(公寓) 2室2厅 93.19平米,高楼层(共6层) 1996年建板楼,269,28845,2020.12.31,qingpu,l2
旭辉百合宫馆 2室2厅 91.06平米,中楼层(共14层) 2013年建板楼,294,32287,2020.12.18,qingpu,l2
翠苑(西区) 2室2厅 90.5平米,中楼层(共5层) 2011年建板楼,258,28509,2020.12.06,qingpu,l2
翠苑(西区) 2室2厅 92平米,中楼层(共5层) 2011年建板楼,228,24783,2020.11.19,qingpu,l2
民乐佳苑一区 2室2厅 93.08平米,中楼层(共6层) 2004年建板楼,244,26215,2020.10.24,qingpu,l2
民乐佳苑一区 2室2厅 92.86平米,高楼层(共6层) 2004年建板楼,256,27526,2020.10.21,qingpu,l2
佳乐苑 2室2厅 94.56平米,中楼层(共6层) 2005年建板楼,283,29929,2020.09.22,qingpu,l2
吉富绅花园 2室1厅 98.3平米,低楼层(共21层) 2005年建板楼,282,28688,2020.09.20,qingpu,l2
吉富绅花园 2室1厅 98.28平米,低楼层(共21层) 2005年建板楼,292,29712,2020.09.17,qingpu,l2
翠苑(东区) 2室2厅 91.39平米,中楼层(共5层) 2010年建板楼,208,22760,2020.09.10,qingpu,l2
保安新村 2室2厅 91.76平米,中楼层(共7层) 1997年建板楼,218,23758,2020.08.03,qingpu,l2
绿地启航城 3室2厅 106.14平米,低楼层(共18层) 2010年建板楼,239,22471,2021.09.20,qingpu,l3
西部花苑（二、六期） 3室2厅 100.61平米,高楼层(共6层) 1999年建板楼,278,27632,2021.06.05,qingpu,l3
蓬莱山庄 3室1厅 91.13平米,中楼层(共5层) 1997年建板楼,297,32591,2021.05.17,qingpu,l3
界泾港新村 3室1厅 90.73平米,高楼层(共6层) 1996年建板楼,280,30861,2021.05.16,qingpu,l3
留水园(西区) 3室2厅 101.87平米,高楼层(共6层) 2002年建板楼,280,27487,2021.05.16,qingpu,l3
绿地朱家角1号 3室2厅 92.66平米,中楼层(共4层) 2017年建板楼,270,29139,2021.04.03,qingpu,l3
西部花苑（二、六期） 3室2厅 99.3平米,中楼层(共6层) 1999年建板楼,292,29356,2021.03.11,qingpu,l3
崧泽华城华中苑 3室1厅 95.04平米,低楼层(共18层) 2014年建板楼,280,29420,2021.02.27,qingpu,l3
界泾港新村 3室2厅 106.06平米,高楼层(共6层) 1996年建板楼,260,24515,2021.01.17,qingpu,l3
华骥苑 3室2厅 91.6平米,高楼层(共6层) 2008年建板楼,280,30568,2021.01.08,qingpu,l3
西部花苑（二、六期） 3室1厅 100.68平米,高楼层(共6层) 1999年建板楼,239,23739,2021.01.08,qingpu,l3
大豪公寓 3室2厅 98.31平米,中楼层(共6层) 2001年建板楼,283,28787,2021.01.05,qingpu,l3
绿地朱家角1号 3室2厅 93.68平米,高楼层(共4层) 2017年建板楼,284,30316,2021.01.03,qingpu,l3
海天苑 3室1厅 91平米,中楼层(共5层) 1993年建板楼,242,26594,2020.12.24,qingpu,l3
崧泽华城佳福雅苑（六区） 3室1厅 96.67平米,高楼层(共18层) 2014年建板楼,295,30517,2020.12.20,qingpu,l3
春江三月公寓二期 3室1厅 93.15平米,高楼层(共18层) 2015年建板楼,262,28074,2020.11.30,qingpu,l3
春江三月公寓二期 3室1厅 93.15平米,低楼层(共18层) 2015年建板楼,269,28879,2020.11.17,qingpu,l3
海天苑 3室2厅 96.64平米,低楼层(共5层) 1993年建板楼,250,25870,2020.11.14,qingpu,l3
蓬莱山庄 3室2厅 104.39平米,高楼层(共6层) 2008年建板楼,271,25961,2020.11.09,qingpu,l3
大豪公寓 3室2厅 98.09平米,高楼层(共6层) 2001年建板楼,269,27424,2020.10.27,qingpu,l3
旭辉玫瑰湾 3室2厅 90.09平米,中楼层(共14层) 2012年建板楼,297,32912,2020.10.09,qingpu,l3
盈港苑 3室2厅 91.31平米,高楼层(共5层) 2005年建板楼,283,30994,2020.10.06,qingpu,l3
蓬莱山庄 3室2厅 105平米,高楼层(共6层) 2008年建板楼,259,24667,2020.09.06,qingpu,l3
佳丽花园 4室2厅 103.17平米,高楼层(共6层) 2006年建板楼,213,20646,2016.03.20,qingpu,l4
佳乐苑 2室2厅 117.04平米,低楼层(共12层) 2005年建板楼,282,24095,2020.04.12,qingpu,l2
金地格林郡 2室2厅 114.28平米,低楼层(共11层) 2007年建板楼,270,23627,2019.06.30,qingpu,l2
浩泽家园 2室2厅 111平米,低楼层(共11层) 2006年建板楼,275,24775,2019.06.30,qingpu,l2
金地格林郡 2室2厅 115.52平米,中楼层(共11层) 2007年建板楼,280,24239,2018.06.11,qingpu,l2
城东新村（三区） 2室2厅 110.84平米,中楼层(共5层) 1999年建板楼,227,20480,2016.08.14,qingpu,l2
青浦大厦 2室2厅 127平米,中楼层(共18层) 2000年建塔楼,239,18819,2016.08.03,qingpu,l2
合生御廷园(别墅) 2室2厅 113.46平米,低楼层(共3层) 2012年建板楼,290,25560,2016.05.15,qingpu,l2
夏阳湖国际花园 2室2厅 117.01平米,高楼层(共17层) 2004年建板楼,211,18033,2015.10.29,qingpu,l2
民乐佳苑一区 3室2厅 116.4平米,高楼层(共6层) 2004年建板楼,298,25602,2021.03.07,qingpu,l3
民乐佳苑一区 3室2厅 116.4平米,高楼层(共6层) 2004年建板楼,292,25086,2021.01.31,qingpu,l3
华骥苑 3室2厅 112.95平米,高楼层(共6层) 2008年建板楼,273,24170,2021.01.10,qingpu,l3
民乐佳苑三区 3室2厅 122.33平米,中楼层(共5层) 2006年建板楼,280,22889,2020.12.19,qingpu,l3
上善水樾 3室2厅 115.24平米,高楼层(共6层) 1999年建板楼,275,23864,2020.11.02,qingpu,l3
隽苑 3室2厅 127.01平米,高楼层(共4层) 2017年建板楼,281,22109,2020.10.24,qingpu,l3
民乐佳苑一区 3室2厅 116.4平米,中楼层(共6层) 2004年建板楼,295,25344,2020.09.10,qingpu,l3
界泾港新村 3室2厅 110平米,高楼层(共6层) 1997年建板楼,289,26273,2020.08.16,qingpu,l3
新青浦花苑(一区) 3室2厅 110.11平米,低楼层(共6层) 1999年建板楼,293,26610,2020.07.27,qingpu,l3
新城盛景园 3室2厅 127平米,中楼层(共5层) 2009年建板楼,270,21260,2020.07.15,qingpu,l3
泰安公寓二期 3室2厅 120.48平米,中楼层(共4层) 2007年建板楼,212,17597,2020.07.04,qingpu,l3
民乐佳苑二区 3室2厅 119.94平米,高楼层(共6层) 2005年建板楼,289,24096,2020.06.25,qingpu,l3
宝宜苑 3室2厅 124.16平米,中楼层(共5层) 2003年建板楼,298,24002,2020.06.21,qingpu,l3
民乐佳苑二区 3室2厅 120平米,高楼层(共6层) 2005年建板楼,278,23167,2020.06.14,qingpu,l3
新青浦花苑(一区) 3室2厅 110.11平米,中楼层(共6层) 1999年建板楼,297,26974,2020.06.14,qingpu,l3
民乐佳苑二区 3室2厅 120.42平米,高楼层(共6层) 2005年建板楼,294,24415,2020.06.05,qingpu,l3
宜达新居 3室1厅 112.71平米,中楼层(共6层) 2006年建板楼,295,26174,2020.05.09,qingpu,l3
新青浦花苑(一区) 3室2厅 125.43平米,高楼层(共6层) 1999年建板楼,284,22603,2020.05.04,qingpu,l3
蓬莱山庄 3室2厅 126.24平米,高楼层(共6层) 2008年建板楼,274,21705,2020.04.24,qingpu,l3
泰安公寓二期 3室2厅 120.37平米,中楼层(共4层) 2007年建板楼,218,18111,2020.04.16,qingpu,l3
宜达新居 3室2厅 112.03平米,高楼层(共6层) 2006年建板楼,286,25529,2020.01.01,qingpu,l3
华骥苑 3室2厅 127.45平米,高楼层(共6层) 2008年建板楼,275,21578,2019.11.10,qingpu,l3
民乐佳苑一区 3室2厅 125.46平米,低楼层(共6层) 2004年建板楼,295,23514,2019.11.02,qingpu,l3
界泾港新村 3室2厅 113.56平米,低楼层(共6层) 1996年建板楼,280,24657,2019.09.23,qingpu,l3
泰安公寓 3室2厅 128平米,中楼层(共5层) 2012年建板楼,200,15625,2019.06.17,qingpu,l3
西部花苑（一期、三期） 3室2厅 116平米,高楼层(共6层) 2000年建板楼,296,25518,2019.05.19,qingpu,l3
新青浦花苑(公寓) 3室2厅 115.53平米,高楼层(共6层) 2001年建板楼,264,22852,2019.03.12,qingpu,l3
新城盛景园 4室2厅 121.8平米,高楼层(共4层) 2010年建板楼,229,18802,2021.03.15,qingpu,l4
民乐佳苑二区 4室2厅 121.66平米,高楼层(共6层) 2005年建板楼,288,23673,2020.04.26,qingpu,l4
佳乐苑 4室2厅 129.61平米,高楼层(共6层) 2005年建板楼,220,16974,2016.03.07,qingpu,l4
庆华苑 5室3厅 129.08平米,高楼层(共6层) 2003年建板楼,280,21692,2016.03.12,qingpu,l5
景港名人苑 3室2厅 130平米,低楼层(共6层) 2010年建板楼,222,17077,2020.12.31,qingpu,l3
蓬莱苑 3室2厅 134.51平米,高楼层(共6层) 2003年建板楼,280,20817,2020.08.29,qingpu,l3
蓬莱苑 3室2厅 134.51平米,高楼层(共6层) 2003年建板楼,273,20296,2020.07.09,qingpu,l3
梦丹苑 3室2厅 130.6平米,高楼层(共6层) 2002年建板楼,275,21057,2019.09.30,qingpu,l3
泰安公寓二期 3室2厅 133.92平米,中楼层(共4层) 2007年建板楼,253,18892,2018.09.30,qingpu,l3
旭辉朗悦庭 3室2厅 138平米,高楼层(共7层) 2014年建板楼,203,14711,2018.09.25,qingpu,l3
青浦大厦 3室2厅 137.5平米,高楼层(共18层) 2000年建塔楼,280,20364,2018.07.02,qingpu,l3
泰安公寓 3室2厅 135.65平米,中楼层(共4层) 2006年建板楼,260,19167,2017.08.05,qingpu,l3
泰安公寓 3室2厅 136.1平米,低楼层(共4层) 2006年建板楼,245,18002,2017.03.06,qingpu,l3
中信泰富朱家角新城(公寓) 3室2厅 133平米,中楼层(共4层) 2015年建板楼,255,19173,2016.08.31,qingpu,l3
泰安公寓 3室2厅 130.86平米,中楼层(共4层) 2007年建板楼,203,15513,2016.08.26,qingpu,l3
蓬莱苑 3室2厅 134.51平米,高楼层(共6层) 2003年建板楼,269,19999,2016.08.17,qingpu,l3
浩泽家园 3室2厅 131.67平米,高楼层(共6层) 2006年建板楼,290,22025,2016.07.31,qingpu,l3
佳乐苑 3室2厅 145.28平米,中楼层(共10层) 2005年建板楼,284,19515,2016.07.31,qingpu,l3
青盈苑 3室2厅 130.61平米,低楼层(共6层) 2007年建板楼,230,17610,2016.07.20,qingpu,l3
青浦大厦 3室1厅 137.4平米,高楼层(共18层) 2000年建塔楼,226,16449,2016.07.14,qingpu,l3
佳乐苑 3室2厅 139.88平米,高楼层(共13层) 2005年建板楼,243,17373,2016.04.09,qingpu,l3
金地格林郡 3室2厅 135.93平米,中楼层(共4层) 2007年建板楼,266,19569,2016.04.05,qingpu,l3
金地格林郡 3室2厅 146.17平米,低楼层(共4层) 2008年建板楼,298,20388,2016.03.31,qingpu,l3
金地格林郡 3室2厅 146.17平米,低楼层(共5层) 2008年建板楼,288,19704,2016.03.20,qingpu,l3
留水园别墅 3室2厅 132.82平米,中楼层(共6层) 1999年建板楼,221,16602,2016.03.17,qingpu,l3
佳丽花园 3室2厅 132.13平米,高楼层(共6层) 2005年建板楼,252,19073,2016.03.11,qingpu,l3
佳乐苑 3室2厅 130.24平米,中楼层(共6层) 2005年建板楼,225,17276,2016.03.09,qingpu,l3
京盛苑 3室2厅 143.29平米,低楼层(共10层) 2006年建板楼,298,20797,2016.03.09,qingpu,l3
上海捷克住宅小区(公寓) 3室2厅 135.63平米,中楼层(共5层) 2005年建板楼,298,21972,2016.03.06,qingpu,l3
金地格林郡 3室2厅 148.49平米,低楼层(共4层) 2008年建板楼,235,15826,2016.03.01,qingpu,l3
盈港花园(公寓) 3室2厅 133.23平米,中楼层(共5层) 2004年建板楼,230,17264,2016.02.01,qingpu,l3
青水湾公寓 3室2厅 132.5平米,高楼层(共5层) 2005年建板楼,260,19623,2016.01.31,qingpu,l3
广虹公寓 3室2厅 142.81平米,高楼层(共6层) 2004年建板楼,240,16806,2016.01.18,qingpu,l3
泰安公寓二期 4室2厅 146.92平米,高楼层(共4层) 2007年建板楼,210,14294,2019.05.11,qingpu,l4
都市绿舟 4室2厅 131.13平米,高楼层(共6层) 2004年建板楼,280,21353,2016.08.07,qingpu,l4
佳乐苑 5室3厅 130.24平米,高楼层(共6层) 2005年建板楼,245,18812,2016.05.22,qingpu,l5
珠溪新苑 6室2厅 136平米,高楼层(共4层) 2009年建板楼,260,19118,2020.03.19,qingpu,l6
泰安公寓一期 3室2厅 170.08平米,高楼层(共4层) 2006年建板楼,223,13112,2019.07.31,qingpu,l3
水都南岸(一期) 3室3厅 199.57平米,低楼层(共4层) 2008年建板楼,280,14031,2018.03.31,qingpu,l3
泰安公寓 3室2厅 182.5平米,高楼层(共4层) 2007年建板楼,255,13973,2018.03.22,qingpu,l3
泰安公寓 3室2厅 206.17平米,高楼层(共4层) 2006年建板楼,280,13582,2017.06.20,qingpu,l3
章浜新村 3室2厅 150.12平米,高楼层(共6层) 1997年建板楼,264,17586,2016.08.28,qingpu,l3
都汇华庭 3室3厅 197.81平米,低楼层(共4层) 2005年建板楼,206,10415,2016.08.20,qingpu,l3
顺驰蓝湾 3室2厅 152.88平米,高楼层(共5层) 2005年建板楼,260,17007,2016.05.18,qingpu,l3
万科晶源(公寓) 3室2厅 156平米,高楼层(共4层) 2010年建板楼,240,15384,2016.05.15,qingpu,l3
合生御廷园(别墅) 3室2厅 155平米,低楼层(共3层) 2012年建板楼,229,14767,2016.03.06,qingpu,l3
华骥苑 3室2厅 168.78平米,高楼层(共6层) 2008年建板楼,200,11850,2016.01.15,qingpu,l3
金地格林郡 3室2厅 165.09平米,高楼层(共4层) 2007年建板楼,288,17415,2015.12.26,qingpu,l3
新青浦世纪苑 3室2厅 185.99平米,高楼层(共5层) 2005年建板楼,267,14356,2015.12.06,qingpu,l3
吉富绅花园 3室3厅 178.79平米,高楼层(共17层) 2005年建板楼,278,15549,2015.08.25,qingpu,l3
高景花园 3室2厅 154.8平米,低楼层(共4层) 2003年建板楼,285,18411,2014.01.15,qingpu,l3
合生朗廷 3室2厅 240.93平米,低楼层(共3层) 2007年建板楼,295,12245,2013.06.30,qingpu,l3
绿中海明苑(公寓) 3室2厅 181平米,低楼层(共3层) 2010年建板楼,297,16409,2013.01.16,qingpu,l3
合生朗廷 3室2厅 175.51平米,低楼层(共3层) 2007年建板楼,295,16809,2013.01.04,qingpu,l3
合生朗廷 3室2厅 245平米,低楼层(共3层) 2009年建板楼,272,11103,2012.10.28,qingpu,l3
民惠佳苑 4室2厅 157.29平米,中楼层(共4层) 2012年建板楼,220,13987,2019.07.14,qingpu,l4
民惠佳苑 4室2厅 189.67平米,低楼层(共1层) 2012年建板楼,256,13471,2018.11.07,qingpu,l4
民惠佳苑(七区) 4室2厅 183.87平米,低楼层(共1层) 2007年建板楼,260,14141,2018.09.28,qingpu,l4
泰安公寓 4室2厅 188.56平米,高楼层(共4层) 2006年建板楼,280,14850,2017.08.17,qingpu,l4
泰安公寓一期 4室2厅 206.17平米,高楼层(共4层) 2006年建板楼,290,14067,2017.07.14,qingpu,l4
民惠佳苑 4室2厅 157.31平米,中楼层(共4层) 2012年建板楼,243,15448,2016.11.22,qingpu,l4
民惠佳苑 4室2厅 210.66平米,低楼层(共1层) 2012年建板楼,200,9494,2016.07.29,qingpu,l4
佳乐苑 4室2厅 160.27平米,中楼层(共6层) 2005年建板楼,284,17689,2016.07.23,qingpu,l4
龙湖滟澜山(公寓) 4室2厅 255.43平米,低楼层(共4层) 2010年建板楼,212,8300,2016.05.28,qingpu,l4
新青浦佳园 4室2厅 150.37平米,中楼层(共6层) 2004年建板楼,268,17823,2016.03.13,qingpu,l4
佳丽花园 4室2厅 177.16平米,高楼层(共11层) 2006年建板楼,293,16539,2015.11.17,qingpu,l4
金地格林郡 4室2厅 165.09平米,中楼层(共5层) 2008年建板楼,295,17870,2015.10.25,qingpu,l4
都市绿舟 4室2厅 167平米,高楼层(共6层) 2004年建板楼,234,14000,2015.10.04,qingpu,l4
上海捷克住宅小区(公寓) 4室2厅 166平米,高楼层(共6层) 2005年建板楼,288,17350,2013.09.24,qingpu,l4
绿中海明苑(公寓) 4室0厅 200平米,低楼层(共3层) 2010年建板楼,283,14150,2013.05.14,qingpu,l4
合生朗廷 4室2厅 274平米,低楼层(共3层) 2007年建板楼,280,10219,2012.12.25,qingpu,l4
泰安公寓 5室2厅 206.17平米,高楼层(共4层) 2006年建板楼,280,13582,2017.06.22,qingpu,l5
泰安公寓 5室3厅 170.06平米,高楼层(共4层) 2006年建板楼,225,13231,2016.08.27,qingpu,l5
欣雨佳苑 7室0厅 166.78平米,高楼层(共4层) 2008年建板楼,203,12172,2017.02.18,qingpu,l6
晨兴花园 6室2厅 160.31平米,高楼层(共6层) 2008年建板楼,265,16531,2016.04.20,qingpu,l6
玉兰清苑 1室1厅 49.96平米,中楼层(共14层) 2015年建板塔结合,303,60649,2021.04.06,qingpu,l1
莫奈的花园 3室2厅 1平米,低楼层(共5层) 2014年建板楼,360,3600000,2016.02.28,qingpu,l3
东渡青筑 1室1厅 67.69平米,高楼层(共15层) 2014年建板楼,303,44763,2021.04.04,qingpu,l1
康虹花园(公寓) 1室1厅 66.62平米,低楼层(共3层) 1994年建板楼,327,49085,2021.03.22,qingpu,l1
新虹桥雅苑 1室2厅 60.37平米,高楼层(共14层) 2012年建塔楼,328,54332,2019.03.30,qingpu,l1
康虹花园(公寓) 1室1厅 66.62平米,低楼层(共3层) 1994年建板楼,330,49535,2017.10.24,qingpu,l1
康虹花园(公寓) 1室2厅 66.6平米,低楼层(共3层) 1994年建板楼,318,47748,2017.06.29,qingpu,l1
湖畔佳苑(公寓) 1室1厅 62.19平米,低楼层(共8层) 2000年建板楼,302,48561,2016.08.22,qingpu,l1
玉兰清苑 2室1厅 68.97平米,低楼层(共14层) 2012年建板塔结合,390,56547,2021.10.19,qingpu,l2
海棠馨苑南区 2室1厅 67平米,低楼层(共18层) 2016年建板塔结合,340,50747,2021.06.18,qingpu,l2
海棠馨苑南区 2室1厅 67平米,低楼层(共18层) 2016年建板塔结合,339,50568,2021.06.15,qingpu,l2
海棠馨苑南区 2室1厅 67.12平米,中楼层(共18层) 2015年建板楼,345,51401,2021.06.09,qingpu,l2
康虹花园(公寓) 2室1厅 66.62平米,低楼层(共3层) 1994年建板楼,331,49685,2021.04.24,qingpu,l2
东渡青筑 2室1厅 68平米,高楼层(共15层) 2014年建板楼,307,45148,2021.04.04,qingpu,l2
二联馨苑 2室1厅 67.04平米,低楼层(共13层) 2016年建板楼,356,53103,2021.03.25,qingpu,l2
海棠馨苑南区 2室1厅 67.12平米,中楼层(共18层) 2015年建板楼,300,44697,2021.01.30,qingpu,l2
玉兰清苑 2室1厅 68.97平米,中楼层(共14层) 2012年建板塔结合,365,52922,2021.01.17,qingpu,l2
御澜山 2室1厅 68.75平米,高楼层(共26层) 2016年建板楼,316,45935,2021.01.13,qingpu,l2
玉兰清苑 2室1厅 69平米,低楼层(共14层) 2012年建板塔结合,327,47392,2020.10.24,qingpu,l2
玉兰清苑 2室1厅 69.28平米,高楼层(共14层) 2012年建板塔结合,308,44458,2020.09.13,qingpu,l2
玉兰清苑 2室1厅 69平米,低楼层(共14层) 2012年建板塔结合,305,44203,2020.06.20,qingpu,l2
玉兰清苑 2室1厅 68.27平米,中楼层(共11层) 2012年建板塔结合,323,47239,2020.05.31,qingpu,l2
玉兰清苑 2室1厅 69.04平米,中楼层(共14层) 2012年建板塔结合,303,43888,2020.04.08,qingpu,l2
玉兰清苑 2室1厅 68.97平米,中楼层(共14层) 2012年建板塔结合,303,43933,2020.03.23,qingpu,l2
康虹花园(公寓) 2室2厅 66.62平米,低楼层(共3层) 1994年建板楼,325,48785,2018.08.27,qingpu,l2
康虹花园(公寓) 3室2厅 66.62平米,低楼层(共3层) 1994年建板楼,305,45783,2016.09.06,qingpu,l3
龙湖滟澜山(公寓) 1室1厅 84.05平米,中楼层(共4层) 2010年建板楼,300,35694,2021.02.06,qingpu,l1
中建锦绣天地 2房间1卫 76.84平米,高楼层(共6层) 2017年建板楼,338,43988,2021.01.20,qingpu,l1
南山雨果(公寓) 1室1厅 70.35平米,中楼层(共11层) 2015年建板楼,321,45629,2020.09.08,qingpu,l1
龙湖滟澜山(公寓) 1室1厅 84平米,高楼层(共4层) 2010年建板楼,390,46429,2019.04.25,qingpu,l1
龙湖滟澜山(公寓) 1室1厅 84.51平米,高楼层(共4层) 2010年建板楼,390,46149,2017.03.18,qingpu,l1
富力桃园(公寓) 1室0厅 85.89平米,高楼层(共12层) 2012年建板楼,335,39004,2016.10.16,qingpu,l1
龙湖滟澜山(公寓) 1室2厅 87.86平米,低楼层(共4层) 2010年建板楼,365,41544,2016.09.26,qingpu,l1
龙湖滟澜山(公寓) 1室3厅 87.83平米,低楼层(共4层) 2010年建板楼,360,40989,2016.09.11,qingpu,l1
仁恒运杰河滨花园 2室2厅 89.96平米,低楼层(共18层) 2010年建板楼,344,38217,2021.12.24,qingpu,l2
瑞和明庭北区 2室1厅 74平米,中楼层(共13层) 2014年建暂无数据,323,43582,2021.11.22,qingpu,l2
西郊半岛名苑 2室2厅 87.2平米,中楼层(共20层) 2014年建板楼,311,35620,2021.11.04,qingpu,l2
西郊半岛名苑 2室2厅 88.35平米,中楼层(共20层) 2013年建板楼,357,40408,2021.10.31,qingpu,l2
西郊半岛名苑 2室2厅 87.2平米,低楼层(共20层) 2014年建板楼,312,35780,2021.10.24,qingpu,l2
西郊半岛名苑 2室2厅 87.2平米,高楼层(共20层) 2014年建板楼,325,37271,2021.10.19,qingpu,l2
西郊半岛名苑 2室2厅 86.6平米,中楼层(共20层) 2013年建板楼,338,39031,2021.10.03,qingpu,l2
宜达新居 2室2厅 88.17平米,高楼层(共6层) 2006年建板楼,335,37995,2021.10.03,qingpu,l2
星尚湾名邸 2室2厅 84.92平米,高楼层(共16层) 2013年建板楼,388,45691,2021.09.27,qingpu,l2
馨浦苑西区 2室1厅 73.03平米,低楼层(共18层) 2016年建板塔结合,335,45872,2021.09.23,qingpu,l2
首创禧悦(一期) 2室1厅 75.71平米,高楼层(共18层) 2017年建板楼,375,49532,2021.09.20,qingpu,l2
瑞和锦庭-东区 2室2厅 77.77平米,中楼层(共11层) 2013年建板楼,304,39090,2021.09.16,qingpu,l2
西郊半岛名苑 2室2厅 87.51平米,低楼层(共20层) 2014年建板楼,325,37139,2021.08.10,qingpu,l2
西郊半岛名苑 2室2厅 88.6平米,低楼层(共20层) 2014年建板楼,355,40068,2021.07.31,qingpu,l2
首创禧悦(一期) 2室2厅 75.71平米,中楼层(共18层) 2018年建板楼,388,51249,2021.07.05,qingpu,l2
东渡悦来城 2室2厅 86.65平米,低楼层(共27层) 2019年建板楼,355,40970,2021.06.30,qingpu,l2
馨浦苑西区 2室2厅 75.24平米,高楼层(共18层) 2016年建板楼,396,52632,2021.06.27,qingpu,l2
西郊半岛名苑 2室1厅 87.22平米,中楼层(共20层) 2014年建板楼,345,39556,2021.06.26,qingpu,l2
西郊半岛名苑 2室2厅 86.6平米,高楼层(共20层) 2013年建板楼,357,41225,2021.06.23,qingpu,l2
西郊半岛名苑 2室2厅 87.03平米,高楼层(共20层) 2013年建板楼,343,39412,2021.06.20,qingpu,l2
西郊半岛名苑 2室2厅 87.2平米,低楼层(共20层) 2014年建板楼,303,34748,2021.06.05,qingpu,l2
瑞和锦庭-东区 2室1厅 77.18平米,高楼层(共17层) 2013年建板楼,308,39907,2021.06.05,qingpu,l2
